,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,eu_stall,if_stall,id_stall,ib_stall,benchmark,first instruction,second instruction,file name
94,10003.86,2.0,0.0,0.0,16006045653.0,3561807020.0,535680.0,4536.0,4900421.0,12441536309.0,28433493258.0,5323881.0,803032.0,39757.0,f-dep-results,FNMADD.D_V0,FSUB.D_V0,FNMADD.D_V0_FSUB.D_V0-10
95,9963.35,562.0,0.0,0.0,15948579890.0,4004514261.0,1283269.0,127756.0,12000964.0,11935336498.0,27838199595.0,12313068.0,1870207.0,108650.0,f-dep-results,FNMSUB.D_V0,FCVT.D.S_V0,FNMSUB.D_V0_FCVT.D.S_V0-10
96,9828.37,4059.0,0.0,0.0,15778829622.0,4044721450.0,5755865.0,523708.0,32931326.0,11713100080.0,27300051094.0,26210532.0,5393477.0,541634.0,f-dep-results,FNMSUB.D_V0,FCVT.S.D_V0,FNMSUB.D_V0_FCVT.S.D_V0-10
97,9998.6,30.0,0.0,0.0,15997706889.0,2358337386.0,3365702.0,40197.0,24232639.0,13634654155.0,29493091629.0,25275165.0,4681336.0,300223.0,f-dep-results,FNMSUB.D_V0,FDIV.D_V0,FNMSUB.D_V0_FDIV.D_V0-10
98,10004.01,0.0,0.0,0.0,16006305906.0,3206285632.0,501981.0,2395.0,3399845.0,12798719926.0,28792662462.0,3720689.0,886213.0,36356.0,f-dep-results,FNMSUB.D_V0,FMADD.D_V0,FNMSUB.D_V0_FMADD.D_V0-10
99,10003.83,3.0,0.0,0.0,16005989099.0,4006168287.0,547224.0,5655.0,3824278.0,11998205958.0,27990701698.0,4256272.0,897612.0,41229.0,f-dep-results,FNMSUB.D_V0,FMAX.D_V0,FNMSUB.D_V0_FMAX.D_V0-10
100,10002.9,4.0,0.0,0.0,16004515855.0,4005440870.0,539246.0,7051.0,5319897.0,11995917927.0,27985054058.0,5720523.0,861677.0,38722.0,f-dep-results,FNMSUB.D_V0,FMIN.D_V0,FNMSUB.D_V0_FMIN.D_V0-10
101,10003.75,4.0,0.0,0.0,16005891049.0,3206410675.0,550495.0,6206.0,4109701.0,12797600698.0,28789468017.0,4551300.0,991484.0,41201.0,f-dep-results,FNMSUB.D_V0,FMSUB.D_V0,FNMSUB.D_V0_FMSUB.D_V0-10
102,10004.02,0.0,0.0,0.0,16006293745.0,3561721072.0,508906.0,3473.0,3638495.0,12442967026.0,28436066436.0,3986833.0,998240.0,35778.0,f-dep-results,FNMSUB.D_V0,FMUL.D_V0,FNMSUB.D_V0_FMUL.D_V0-10
103,10003.99,0.0,0.0,0.0,16006264876.0,3206153269.0,521751.0,4382.0,5354514.0,12796947501.0,28788306198.0,5751395.0,929464.0,35901.0,f-dep-results,FNMSUB.D_V0,FNMSUB.D_V0,FNMSUB.D_V0_FNMSUB.D_V0-10
