,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,eu_stall,if_stall,id_stall,ib_stall,benchmark,first instruction,second instruction,file name
0,10003.56,9.0,0.0,0.0,16005594682.0,31964646499.0,534743.0,8890.0,13076414.0,5148223.0,4776825.0,4124411.0,858561.0,39839.0,i-dep-results,ADDIW_V0,ADDI_V0,ADDIW_V0_ADDI_V0-10
1,10003.98,0.0,0.0,0.0,16006237489.0,16594925646.0,499344.0,2112.0,4211125.0,4731336.0,4348959.0,3518018.0,1005565.0,36438.0,i-dep-results,ADDIW_V0,ADDW_V0,ADDIW_V0_ADDW_V0-10
2,10003.49,10.0,0.0,0.0,16005467106.0,16593144477.0,533926.0,7727.0,4830996.0,5181870.0,4635533.0,4076726.0,995136.0,38941.0,i-dep-results,ADDIW_V0,ADD_V0,ADDIW_V0_ADD_V0-10
3,9974.88,421.0,0.0,0.0,15965060049.0,16540197313.0,1088348.0,97058.0,12342461.0,8591244.0,9464658.0,9952139.0,1527191.0,94754.0,i-dep-results,ADDIW_V0,ANDI_V0,ADDIW_V0_ANDI_V0-10
4,10004.05,0.0,0.0,0.0,16006361151.0,16595037631.0,500279.0,2143.0,4318010.0,4653166.0,4309644.0,3602867.0,774889.0,36363.0,i-dep-results,ADDIW_V0,AND_V0,ADDIW_V0_AND_V0-10
5,10003.01,12.0,0.0,0.0,16004671933.0,26500995307.0,3408796.0,26328.0,2686129346.0,39047050.0,33441985.0,28392190.0,4589499.0,317815.0,i-dep-results,ADDIW_V0,AUIPC_V0,ADDIW_V0_AUIPC_V0-10
6,9908.19,2153.0,0.0,0.0,15881369440.0,3730485803.0,3308865.0,310685.0,21050306.0,12201494890.0,955814883.0,17475951.0,3456297.0,315597.0,i-dep-results,ADDIW_V0,DIVUW_V0,ADDIW_V0_DIVUW_V0-10
7,10003.98,0.0,0.0,0.0,16006242713.0,3028800763.0,498461.0,1820.0,3251922.0,13030871718.0,994568262.0,3560994.0,867530.0,35534.0,i-dep-results,ADDIW_V0,DIVU_V0,ADDIW_V0_DIVU_V0-10
8,10003.8,4.0,0.0,0.0,16005951914.0,4221221047.0,542248.0,6394.0,3971183.0,11859106260.0,870737556.0,4387729.0,793925.0,38792.0,i-dep-results,ADDIW_V0,DIV_V0,ADDIW_V0_DIV_V0-10
9,10003.99,0.0,0.0,0.0,16006266107.0,31967883746.0,500857.0,2328.0,12426139.0,5045553.0,4448489.0,3592761.0,1063955.0,36347.0,i-dep-results,ADDIW_V0,LUI_V0,ADDIW_V0_LUI_V0-10
10,10000.91,21.0,0.0,0.0,16001338481.0,4769625679.0,3407385.0,34102.0,25364389.0,11310164794.0,7297597477.0,27814764.0,4235043.0,289994.0,i-dep-results,ADDIW_V0,MULHSU_V0,ADDIW_V0_MULHSU_V0-10
11,10004.0,0.0,0.0,0.0,16006277996.0,4721666138.0,500038.0,2400.0,3225472.0,11368645424.0,7328283340.0,3573573.0,768231.0,34475.0,i-dep-results,ADDIW_V0,MULHU_V0,ADDIW_V0_MULHU_V0-10
12,10004.01,0.0,0.0,0.0,16006297921.0,4721589642.0,499459.0,2296.0,3365039.0,11368598394.0,7328184361.0,3680314.0,777445.0,35644.0,i-dep-results,ADDIW_V0,MULH_V0,ADDIW_V0_MULH_V0-10
13,10004.0,0.0,0.0,0.0,16006254892.0,8459003138.0,499443.0,1962.0,3725076.0,7698502406.0,4285324.0,3572107.0,903733.0,35270.0,i-dep-results,ADDIW_V0,MULW_V0,ADDIW_V0_MULW_V0-10
14,10002.81,13.0,0.0,0.0,16004320743.0,5576361050.0,3208047.0,27256.0,23622648.0,10521557717.0,5715289614.0,26319690.0,4093598.0,289984.0,i-dep-results,ADDIW_V0,MUL_V0,ADDIW_V0_MUL_V0-10
