,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,eu_stall,if_stall,id_stall,ib_stall,benchmark,first instruction,second instruction,file name
0,10003.98,0.0,0.0,0.0,16006243500.0,15995833817.0,510187.0,2797.0,4847372.0,12117566.0,16000206269.0,4090739.0,646089.0,36635.0,f-results,FMADD.D_V0,FSUB.D_V0,FMADD.D_V0_FSUB.D_V0-10
1,10002.2,16.0,0.0,0.0,16003410331.0,31715409647.0,3563564.0,33523.0,53443232.0,62011417.0,63172817.0,28231742.0,4641677.0,318980.0,f-results,FMAX.D_V0,FCVT.D.S_V0,FMAX.D_V0_FCVT.D.S_V0-10
2,10003.86,2.0,0.0,0.0,16006068324.0,31952797537.0,513221.0,3979.0,20630726.0,4158926.0,3204325.0,3905772.0,659591.0,36624.0,f-results,FMAX.D_V0,FCVT.S.D_V0,FMAX.D_V0_FCVT.S.D_V0-10
3,10003.99,0.0,0.0,0.0,16006252493.0,3561131655.0,501663.0,2420.0,3582858.0,14220735300.0,28437149632.0,3911782.0,6937665.0,36099.0,f-results,FDIV.D_V0,FSGNJ.D_V0,FDIV.D_V0_FSGNJ.D_V0-10
4,10003.42,10.0,0.0,0.0,16005299476.0,31948327759.0,551146.0,7290.0,21017603.0,5102624.0,4755528.0,4284787.0,787380.0,38408.0,f-results,FMAX.D_V0,FMAX.D_V0,FMAX.D_V0_FMAX.D_V0-10
5,9907.92,2165.0,0.0,0.0,15880921063.0,31573098652.0,3318914.0,318447.0,38057209.0,17736624.0,21759037.0,15603331.0,3184015.0,335231.0,f-results,FMIN.D_V0,FCVT.D.S_V0,FMIN.D_V0_FCVT.D.S_V0-10
6,10002.3,15.0,0.0,0.0,16003521727.0,31723168771.0,3461526.0,29106.0,51934183.0,60478599.0,61715959.0,26963776.0,4470251.0,311440.0,f-results,FMIN.D_V0,FCVT.S.D_V0,FMIN.D_V0_FCVT.S.D_V0-10
7,9871.35,3051.0,0.0,0.0,15833628502.0,15790111916.0,4455963.0,385033.0,28483424.0,29619558.0,15710873932.0,20031157.0,4006202.0,437875.0,f-results,FMIN.D_V0,FMADD.D_V0,FMIN.D_V0_FMADD.D_V0-10
8,9861.75,3248.0,0.0,0.0,15821121121.0,3599915263.0,4710386.0,417556.0,26492547.0,13943779154.0,27869844561.0,20942502.0,4663344.0,479383.0,f-results,FDIV.D_V0,FSGNJN.D_V0,FDIV.D_V0_FSGNJN.D_V0-10
9,10003.99,0.0,0.0,0.0,16006252278.0,3561198565.0,514108.0,3456.0,4349883.0,14219904086.0,28435249017.0,4707240.0,732957.0,35729.0,f-results,FDIV.D_V0,FSGNJX.D_V0,FDIV.D_V0_FSGNJX.D_V0-10
10,10003.91,2.0,0.0,0.0,16006142306.0,3561001974.0,508537.0,3840.0,4049105.0,14220094141.0,28435342655.0,4370463.0,7072659.0,36639.0,f-results,FDIV.D_V0,FSUB.D_V0,FDIV.D_V0_FSUB.D_V0-10
11,10003.18,11.0,0.0,0.0,16004892908.0,31721143582.0,3272170.0,26902.0,43232944.0,73416048.0,105020448.0,26405128.0,4197402.0,303589.0,f-results,FMADD.D_V0,FCVT.D.S_V0,FMADD.D_V0_FCVT.D.S_V0-10
12,10007.86,2.0,0.0,0.0,16012447085.0,31965870271.0,512254.0,3660.0,20723803.0,3923379.0,2920476.0,3996013.0,650127.0,35925.0,f-results,FMIN.D_V0,FMAX.D_V0,FMIN.D_V0_FMAX.D_V0-10
13,10003.94,0.0,0.0,0.0,16006163157.0,31953043734.0,500389.0,2302.0,20326903.0,4453626.0,4075351.0,3703800.0,753578.0,35423.0,f-results,FMIN.D_V0,FMIN.D_V0,FMIN.D_V0_FMIN.D_V0-10
14,9974.85,469.0,0.0,0.0,15965755520.0,31831385102.0,1152873.0,103038.0,28537838.0,8437464.0,9162568.0,9843653.0,1451236.0,98196.0,f-results,FMIN.D_V0,FSGNJ.D_V0,FMIN.D_V0_FSGNJ.D_V0-10
15,9904.0,2264.0,0.0,0.0,15875812347.0,31551240099.0,3445884.0,304304.0,40388697.0,20095160.0,25012374.0,17278523.0,3514431.0,353785.0,f-results,FMIN.D_V0,FSGNJN.D_V0,FMIN.D_V0_FSGNJN.D_V0-10
