counter value,counter unit,event name,run time,% measurement time,metric value,metric unit
9967.67,msec,task-clock,9967671262,100.00,0.996,CPUs utilized
430,,context-switches,9967666887,100.00,43.139,/sec
0,,cpu-migrations,9967666803,100.00,0.000,/sec
0,,page-faults,9967665719,100.00,0.000,/sec
15953766321,,cycles,9972402525,100.00,1.601,GHz
6388953403,,instructions,9972385358,100.00,0.40,insn per cycle
,,,,1.50,stalled cycles per insn
1108614,,branches,9972382859,100.00,111.221,K/sec
102330,,branch-misses,9972372275,100.00,9.23,of all branches
11131777,,stalled-cycles-frontend,9972364317,100.00,0.07,frontend cycles idle
9556007557,,stalled-cycles-backend,9972354275,100.00,59.90,backend cycles idle
1374156077,,eu_stall,9972341650,100.00,137.861,M/sec
11152242,,if_stall,9972327608,100.00,1.119,M/sec
1617422,,id_stall,9972311858,100.00,162.267,K/sec
92689,,ib_stall,9972293649,100.00,9.299,K/sec
